timestamp,letter,A1_v1,A1_v2,A1_v3,A1_v4,A1_v5,A1_v6,A1_v7,A2_v1,A2_v2,A2_v3,A2_v4,A2_v5,A2_v6,A2_v7
2025-12-10T23:38:47.837432,A,-4.6743,-0.4546,-0.9250,-0.9264,-1.1754,-0.79,0.46,-0.9619,-1.5385,-0.4953,-0.0946,-0.5954,-0.58,0.69
2025-12-10T23:38:47.837432,A,-4.7389,-0.5356,-0.8917,-0.9633,-0.9363,-0.79,0.43,-1.0414,-1.5041,-0.5343,-0.0858,-0.6977,-0.59,0.66
2025-12-10T23:38:47.837432,A,-4.7352,-0.5916,-0.9673,-1.0257,-0.9808,-0.80,0.44,-1.1108,-1.5780,-0.5683,-0.1079,-0.7274,-0.60,0.72
2025-12-10T23:38:47.837432,A,-4.7163,-0.5660,-0.8838,-1.0204,-1.0648,-0.80,0.45,-1.0516,-1.5975,-0.5381,-0.0526,-0.6485,-0.58,0.69
2025-12-10T23:38:47.837432,A,-4.8340,-0.6783,-0.9601,-1.2405,-1.0036,-0.79,0.44,-1.1787,-1.6588,-0.5414,0.0260,-0.7735,-0.58,0.69
2025-12-10T23:38:47.837432,A,-4.7871,-0.4022,-0.9222,-1.1641,-1.0695,-0.81,0.44,-1.1552,-1.6373,-0.5589,0.0350,-0.8529,-0.59,0.68
2025-12-10T23:38:47.837432,A,-4.6853,-0.3543,-0.9786,-1.2466,-1.0825,-0.79,0.43,-1.3287,-1.5580,-0.5741,-0.0168,-0.7578,-0.57,0.71
2025-12-10T23:38:47.837432,A,-4.5054,-0.4021,-1.0581,-1.3789,-1.1387,-0.81,0.45,-1.2560,-1.5178,-0.6770,-0.1222,-0.7339,-0.58,0.69
2025-12-10T23:38:47.837432,A,-4.5115,-0.4141,-1.1578,-1.2853,-1.0530,-0.79,0.42,-1.2816,-1.5268,-0.4829,-0.1697,-0.6978,-0.59,0.68
2025-12-10T23:38:47.841241,A,-4.5762,-0.5744,-1.1405,-1.2328,-1.1874,-0.80,0.45,-1.2437,-1.2799,-0.5367,-0.1366,-0.6658,-0.59,0.71
2025-12-10T23:38:47.841241,A,-4.5277,-0.6553,-1.2750,-1.2165,-1.1706,-0.79,0.44,-1.2848,-1.3620,-0.7483,-0.1223,-0.6973,-0.58,0.66
2025-12-10T23:38:47.841241,A,-4.4846,-0.6815,-1.1982,-1.2020,-1.2156,-0.80,0.41,-1.3652,-1.3288,-0.8140,-0.0201,-0.7097,-0.60,0.69
2025-12-10T23:38:47.841241,A,-4.5359,-0.6594,-1.1306,-1.2041,-1.1501,-0.80,0.44,-1.3007,-1.3141,-0.9012,0.2640,-0.7503,-0.59,0.64
2025-12-10T23:38:47.841241,A,-4.5506,-0.6249,-1.1309,-1.2808,-1.1823,-0.80,0.43,-1.3184,-1.2560,-0.8877,0.1693,-0.7408,-0.59,0.70
2025-12-10T23:38:47.841241,A,-4.2633,-0.6095,-1.0562,-1.2431,-1.3003,-0.80,0.44,-1.3035,-1.2493,-0.8606,-0.0037,-0.7620,-0.58,0.65
2025-12-10T23:38:47.841241,A,-4.2949,-0.3861,-0.9904,-1.2248,-1.2541,-0.79,0.43,-1.2452,-1.3627,-0.9710,0.0240,-0.8701,-0.57,0.68
2025-12-10T23:38:47.841241,A,-4.4120,-0.3246,-1.0522,-1.3434,-1.2733,-0.80,0.43,-1.2833,-1.4467,-0.9031,0.1081,-0.8451,-0.59,0.66
2025-12-10T23:38:47.841241,A,-4.4396,-0.4503,-1.0766,-1.1328,-0.9902,-0.80,0.43,-1.3462,-1.5349,-0.8881,0.0024,-0.8078,-0.59,0.68
2025-12-10T23:38:47.841241,A,-4.2085,-0.4857,-0.6782,-1.2473,-0.9811,-0.80,0.44,-1.3410,-1.4322,-0.7998,0.0294,-0.8346,-0.58,0.66
2025-12-10T23:38:47.841241,A,-4.1997,-0.4869,-0.6876,-1.3478,-1.0628,-0.79,0.42,-1.3659,-1.4014,-0.8566,-0.0068,-0.8130,-0.59,0.67
2025-12-10T23:38:47.841241,A,-4.2514,-0.4579,-0.7407,-1.3910,-0.9698,-0.80,0.43,-1.2826,-1.3739,-0.7716,0.0063,-0.7488,-0.58,0.64
2025-12-10T23:38:47.841241,A,-4.2364,-0.5372,-0.7724,-1.3089,-0.8578,-0.80,0.43,-1.2239,-1.3193,-0.6519,0.0477,-0.8119,-0.62,0.70
2025-12-10T23:38:47.841241,A,-4.3126,-0.5770,-0.7701,-1.3116,-0.9092,-0.80,0.43,-1.0674,-1.3458,-0.6213,0.0840,-0.7473,-0.57,0.65
2025-12-10T23:38:47.841241,A,-4.3041,-0.5369,-0.8579,-1.2238,-0.9992,-0.81,0.43,-1.1689,-1.2638,-0.6392,0.0859,-0.7502,-0.60,0.70
2025-12-10T23:38:47.841241,A,-4.0415,-0.2469,-1.0399,-1.2065,-1.0183,-0.79,0.42,-1.1678,-1.3260,-0.4153,0.3867,-0.6179,-0.57,0.60
2025-12-10T23:38:47.841241,A,-3.9449,0.0981,-0.9600,-1.1461,-0.9600,-0.80,0.46,-1.1216,-1.3203,-0.4431,0.4410,-0.5464,-0.60,0.73
2025-12-10T23:38:47.841241,A,-4.0544,0.1016,-1.1444,-1.1528,-0.9536,-0.79,0.41,-1.1405,-1.2401,-0.4823,0.3689,-0.5732,-0.60,0.59
2025-12-10T23:38:47.841241,A,-4.0302,-0.1351,-1.1115,-1.1287,-0.9778,-0.79,0.44,-0.8575,-1.3487,-0.5314,0.2457,-0.5068,-0.59,0.63
2025-12-10T23:38:47.841241,A,-4.0834,-0.1334,-1.1425,-1.0323,-1.0739,-0.82,0.43,-0.8482,-1.0397,-0.6790,0.2870,-0.4933,-0.61,0.69
2025-12-10T23:38:47.841241,A,-3.9499,-0.1319,-1.2444,-1.1424,-0.8137,-0.80,0.41,-0.8398,-1.0224,-0.5690,0.2335,-0.5260,-0.66,0.69
2025-12-10T23:38:47.841241,A,-4.1617,-0.1905,-1.2740,-1.1041,-0.9444,-0.81,0.44,-0.8022,-0.9172,-0.5919,0.1714,-0.6443,-0.64,0.69
2025-12-10T23:38:47.841241,A,-4.1826,-0.2869,-1.2249,-1.0553,-1.0442,-0.80,0.40,-0.8137,-0.9591,-0.5968,0.0422,-0.6283,-0.59,0.69
2025-12-10T23:38:47.841241,A,-4.2604,-0.3567,-1.1966,-0.9973,-1.0569,-0.81,0.42,-0.7787,-0.9507,-0.6009,0.0934,-0.7336,-0.62,0.69
2025-12-10T23:38:47.841241,A,-4.3132,-0.3430,-1.1566,-1.0062,-0.8881,-0.82,0.41,-0.6879,-0.9131,-0.5894,0.1531,-0.7211,-0.62,0.68
2025-12-10T23:38:47.841241,A,-4.3742,-0.3909,-1.1064,-1.0438,-0.7246,-0.82,0.43,-0.6678,-0.8349,-0.6688,0.1906,-0.6799,-0.62,0.69
2025-12-10T23:38:47.841241,A,-4.3673,-0.3431,-1.0920,-1.0618,-0.7157,-0.81,0.42,-0.6649,-0.8408,-0.7980,0.2532,-0.6584,-0.61,0.70
2025-12-10T23:38:47.841241,A,-4.4207,-0.1661,-1.1542,-1.0625,-0.6927,-0.80,0.42,-0.5424,-0.8456,-0.7466,0.3081,-0.6843,-0.60,0.74
2025-12-10T23:38:47.841241,A,-4.4221,-0.1304,-0.8640,-1.0630,-0.7025,-0.81,0.42,-0.4797,-0.8645,-0.7759,0.3711,-0.4973,-0.60,0.67
2025-12-10T23:38:47.841241,A,-4.3929,-0.1439,-0.8936,-0.9733,-0.7109,-0.84,0.43,-0.4244,-0.9705,-0.7416,0.2468,-0.4827,-0.63,0.67
2025-12-10T23:38:47.841241,A,-4.3517,-0.2008,-0.8295,-0.8944,-0.9431,-0.83,0.43,-0.3908,-0.9285,-0.9057,0.2722,-0.5444,-0.64,0.70
2025-12-10T23:38:47.841241,A,-4.2100,-0.4605,-0.8481,-0.7950,-0.9223,-0.83,0.46,-0.3910,-0.9213,-0.8549,0.3243,-0.6283,-0.61,0.65
2025-12-10T23:38:47.841241,A,-4.3397,-0.4940,-0.8642,-0.8723,-0.9338,-0.84,0.55,-0.3911,-0.8099,-0.8399,0.3251,-0.2381,-0.63,0.74
2025-12-10T23:38:47.841241,A,-4.3783,-0.4035,-0.8933,-0.8952,-1.0488,-0.77,0.41,-0.4059,-0.8615,-0.8414,0.2060,-0.4040,-0.65,0.64
2025-12-10T23:38:47.841241,A,-4.2469,-0.4138,-0.9338,-0.9153,-1.1797,-0.77,0.45,-0.4488,-0.8466,-0.7676,0.1463,-0.4897,-0.65,0.63
2025-12-10T23:38:47.841241,A,-4.1158,-0.4828,-0.9093,-0.8428,-1.3695,-0.80,0.43,-0.4563,-0.7435,-0.6876,0.1537,-0.5049,-0.53,0.46
2025-12-10T23:38:47.841241,A,-4.1800,-0.5284,-0.9027,-0.7791,-1.2815,-0.75,0.36,-0.5075,-0.8173,-0.7368,0.3695,-0.5779,-0.55,0.63
2025-12-10T23:38:47.841241,A,-4.2059,-0.5683,-0.8668,-0.7979,-1.1740,-0.83,0.44,-0.6719,-0.8369,-0.8097,0.3045,-0.5220,-0.55,0.71
2025-12-10T23:38:47.841241,A,-3.8985,-0.5435,-0.8651,-0.8293,-1.1543,-0.86,0.44,-0.6066,-0.8986,-0.9033,0.2474,-0.4728,-0.51,0.59
2025-12-10T23:38:47.841241,A,-4.0473,-0.5365,-0.7136,-0.8418,-1.1518,-0.85,0.39,-0.5939,-0.9524,-0.8653,0.2570,-0.5641,-0.64,0.62
2025-12-10T23:38:47.841241,A,-4.1028,-0.6053,-0.8201,-0.8377,-1.2544,-0.82,0.40,-0.6424,-0.9993,-0.8018,0.3700,-0.6888,-0.55,0.49
2025-12-10T23:38:47.841241,A,-3.9113,-0.5908,-0.9286,-0.8790,-1.0147,-0.85,0.44,-0.6548,-0.9802,-0.7010,0.3194,-0.5587,-0.50,0.52
2025-12-10T23:38:47.841241,A,-3.9673,-0.2783,-0.6343,-0.8402,-1.1186,-0.84,0.41,-0.6505,-1.0379,-0.6422,0.3348,-0.6389,-0.49,0.51
2025-12-10T23:38:47.841241,A,-3.9111,-0.2282,-0.6302,-0.8660,-1.0600,-0.85,0.37,-0.5567,-1.0284,-0.7250,0.3332,-0.5892,-0.62,0.45
2025-12-10T23:38:47.841241,A,-3.7863,-0.2441,-0.6566,-0.9035,-1.0083,-0.80,0.44,-0.6089,-1.0346,-0.7525,0.3316,-0.6501,-0.55,0.45
2025-12-10T23:38:47.841241,A,-3.8710,-0.1082,-0.5448,-0.9364,-1.0526,-0.82,0.43,-0.5796,-1.0546,-0.6866,0.2404,-0.5987,-0.63,0.43
2025-12-10T23:38:47.841241,A,-3.9149,-0.3035,-0.5663,-0.8752,-0.7169,-0.81,0.44,-0.5836,-1.0120,-0.6136,0.2650,-0.4486,-0.60,0.46
2025-12-10T23:38:47.841241,A,-3.7883,-0.3102,-0.7350,-1.0612,-0.6764,-0.82,0.44,-0.4823,-1.0789,-0.6540,0.1818,-0.5561,-0.63,0.46
2025-12-10T23:38:47.841241,A,-3.6315,-0.4510,-0.7484,-1.0746,-0.5807,-0.83,0.44,-0.3932,-0.7633,-0.6592,0.2134,-0.5156,-0.60,0.44
2025-12-10T23:38:47.841241,A,-3.6731,-0.4398,-0.9099,-1.0864,-0.6764,-0.81,0.40,-0.3597,-0.7554,-0.6786,0.3159,-0.7042,-0.59,0.47
2025-12-10T23:38:47.841241,A,-3.7542,-0.4749,-0.6771,-1.1565,-0.7005,-0.81,0.38,-0.2106,-0.8678,-0.6206,0.3159,-0.6899,-0.63,0.49
2025-12-10T23:38:47.841241,A,-3.9000,-0.6555,-0.8021,-1.1880,-0.5268,-0.82,0.42,-0.1844,-0.8614,-0.6891,0.3757,-0.7071,-0.59,0.43
2025-12-10T23:38:47.841241,A,-3.9527,-0.6044,-0.5073,-1.3205,-0.5538,-0.80,0.46,-0.1314,-0.8255,-0.7191,0.0840,-0.7220,-0.62,0.62
2025-12-10T23:38:47.841241,A,-3.9686,-0.5745,-0.5777,-1.3319,-0.5775,-0.87,0.46,-0.3241,-0.7788,-0.6703,-0.0672,-0.7198,-0.67,0.66
2025-12-10T23:38:47.841241,A,-4.0121,-0.5031,-0.6395,-1.2369,-0.6283,-0.83,0.50,-0.3136,-0.7825,-0.6571,-0.0055,-0.7026,-0.66,0.68
2025-12-10T23:38:47.841241,A,-4.0798,-0.5301,-0.6788,-1.1382,-0.7627,-0.80,0.49,-0.4389,-0.9051,-0.6903,-0.1756,-0.7471,-0.67,0.70
2025-12-10T23:38:47.841241,A,-3.8092,-0.4340,-0.7882,-1.0214,-0.8508,-0.75,0.48,-0.4590,-0.9374,-0.7041,-0.4295,-0.7560,-0.60,0.65
2025-12-10T23:38:47.841241,A,-3.8856,-0.3494,-0.7944,-0.9785,-0.7334,-0.80,0.43,-0.2371,-0.9655,-0.5964,-0.5325,-0.6139,-0.60,0.59
2025-12-10T23:38:47.841241,A,-3.8323,-0.1552,-0.8297,-0.9557,-0.7799,-0.79,0.42,0.1221,-1.0048,-0.5614,-0.6974,-0.6386,-0.60,0.67
2025-12-10T23:38:47.841241,A,-3.8450,-0.1342,-0.8756,-0.8606,-0.8207,-0.82,0.45,0.1531,-0.6949,-0.6203,-0.8120,-0.6301,-0.58,0.65
2025-12-10T23:38:47.841241,A,-3.8857,-0.0708,-0.8709,-0.8817,-0.8565,-0.82,0.45,0.1354,-0.6172,-0.5970,-0.9122,-0.7571,-0.58,0.63
2025-12-10T23:38:47.841241,A,-3.9059,-0.0600,-0.8967,-0.8853,-0.8429,-0.80,0.48,0.0151,-0.5638,-0.4118,-1.0895,-0.7934,-0.61,0.68
2025-12-10T23:38:47.841241,A,-3.9383,-0.0955,-1.0241,-0.9932,-0.9058,-0.79,0.51,-0.0754,-0.6214,-0.3987,-1.1699,-0.7652,-0.58,0.63
2025-12-10T23:38:47.841241,A,-3.9363,-0.0518,-1.0911,-1.0280,-1.0209,-0.77,0.48,-0.1997,-0.6119,-0.4619,-1.1353,-0.5905,-0.61,0.67
2025-12-10T23:38:47.841241,A,-4.1738,-0.0283,-1.1498,-1.0285,-1.3018,-0.86,0.51,-0.2340,-0.6482,-0.4573,-1.1793,-0.5867,-0.59,0.68
2025-12-10T23:38:47.847685,A,-4.1274,-0.0676,-1.0964,-1.1636,-1.1740,-0.81,0.40,-0.3387,-0.6798,-0.4979,-1.0381,-0.5980,-0.61,0.70
2025-12-10T23:38:47.847685,A,-4.0861,0.0778,-0.7047,-1.1175,-1.3311,-0.77,0.43,-0.3856,-0.6923,-0.5035,-1.3026,-0.6227,-0.53,0.73
2025-12-10T23:38:47.847685,A,-4.0193,-0.0343,-0.8098,-1.2267,-1.2594,-0.78,0.48,-0.4116,-0.7778,-0.4485,-1.0407,-0.5994,-0.54,0.68
2025-12-10T23:38:47.847685,A,-4.0800,-0.0728,-0.8271,-1.0228,-1.2711,-0.79,0.52,-0.2698,-0.7179,-0.4748,-1.0499,-0.6534,-0.55,0.67
2025-12-10T23:38:47.848707,A,-4.0729,-0.0318,-0.9022,-0.8284,-1.1163,-0.81,0.47,-0.2798,-0.5006,-0.4229,-1.1173,-0.6856,-0.57,0.71
2025-12-10T23:38:47.848707,A,-3.9762,-0.1456,-0.6535,-1.0021,-1.1001,-0.80,0.47,-0.2288,-0.4444,-0.1230,-1.2210,-0.6089,-0.55,0.70
2025-12-10T23:38:47.848707,A,-4.0706,-0.1107,-0.7794,-1.0048,-1.0856,-0.79,0.44,-0.1989,-0.5445,-0.2636,-1.3264,-0.5713,-0.53,0.72
2025-12-10T23:38:47.848707,A,-4.0782,0.0399,-0.7850,-1.0371,-1.0728,-0.79,0.50,-0.1127,-0.5125,-0.2224,-1.3138,-0.5531,-0.53,0.70
2025-12-10T23:38:47.848707,A,-4.1443,-0.0976,-0.7450,-1.0953,-1.0015,-0.79,0.47,-0.0670,-0.5888,-0.1712,-1.2872,-0.5369,-0.56,0.69
2025-12-10T23:38:47.848707,A,-3.9322,-0.1584,-0.8595,-1.1163,-0.9087,-0.79,0.46,-0.1166,-0.6556,-0.2458,-1.2186,-0.6421,-0.55,0.71
2025-12-10T23:38:47.848707,A,-3.8801,-0.1969,-0.9302,-1.0897,-0.9019,-0.78,0.43,0.0493,-0.8187,-0.2813,-1.1878,-0.6295,-0.55,0.68
2025-12-10T23:38:47.848707,A,-3.8489,-0.1108,-0.8872,-0.9763,-0.8659,-0.79,0.46,-0.0146,-0.8269,-0.4918,-1.1604,-0.7678,-0.56,0.69
2025-12-10T23:38:47.855936,A,-3.9408,-0.1700,-0.9543,-0.9065,-0.8791,-0.78,0.42,0.0192,-0.8637,-0.5267,-1.1659,-0.7243,-0.56,0.69
2025-12-10T23:38:47.906609,A,-3.9762,0.1077,-0.9532,-0.7550,-0.6508,-0.79,0.47,-0.0858,-0.7461,-0.4974,-1.0507,-0.7308,-0.52,0.67
2025-12-10T23:38:47.954045,A,-3.9919,-0.0678,-1.0570,-0.6967,-0.4801,-0.80,0.47,-0.1181,-0.8820,-0.3369,-0.9641,-0.6914,-0.56,0.90
2025-12-10T23:38:48.002524,A,-4.0801,-0.1471,-0.8334,-0.6904,-0.4797,-0.80,0.44,0.0032,-0.5671,-0.3455,-0.9626,-0.6116,-0.58,0.66
2025-12-10T23:38:48.042347,A,-4.0373,-0.2018,-0.8316,-0.6997,-0.4644,-0.82,0.47,0.0797,-0.5150,-0.3379,-0.9011,-0.7359,-0.60,0.68
2025-12-10T23:38:48.084030,A,-3.9992,-0.3099,-0.8449,-0.7078,-0.6307,-0.81,0.42,0.0869,-0.4991,-0.3312,-0.8617,-0.6502,-0.60,0.77
2025-12-10T23:38:48.146169,A,-4.0251,-0.2101,-0.6017,-0.6100,-0.7468,-0.82,0.44,0.0334,-0.3652,-0.3700,-0.8568,-0.5748,-0.61,0.69
2025-12-10T23:38:48.193464,A,-3.8676,-0.1971,-0.5227,-0.6437,-0.7739,-0.81,0.42,0.0314,-0.3673,-0.4937,-0.7924,-0.6281,-0.57,0.68
2025-12-10T23:38:48.236796,A,-3.9535,-0.2007,-0.4982,-0.7483,-0.9025,-0.81,0.46,0.1043,-0.3690,-0.5422,-0.7505,-0.5699,-0.61,0.70
2025-12-10T23:38:48.278452,A,-3.8786,-0.0990,-0.5815,-0.8251,-1.0155,-0.81,0.49,0.0636,-0.5947,-0.6294,-0.6986,-0.5934,-0.58,0.72
2025-12-10T23:38:48.334414,A,-3.8573,-0.0395,-0.7445,-0.7727,-0.9798,-0.82,0.46,-0.0320,-0.6429,-0.6908,-0.4733,-0.6438,-0.60,0.72
2025-12-10T23:38:48.382410,A,-3.7632,0.0278,-0.7229,-0.9213,-1.0532,-0.81,0.46,-0.1158,-0.7149,-0.7593,-0.3802,-0.7027,-0.56,0.70
2025-12-10T23:38:48.424336,A,-3.6950,-0.2128,-0.7338,-0.7671,-1.1026,-0.81,0.47,-0.0547,-0.7628,-0.6547,-0.4030,-0.6345,-0.59,0.75
2025-12-10T23:38:48.466265,A,-3.7095,-0.2594,-0.3237,-0.8712,-1.1010,-0.81,0.45,-0.1058,-0.6401,-0.7271,-0.3781,-0.5445,-0.58,0.73
2025-12-10T23:38:48.514668,A,-3.7667,-0.3453,-0.3377,-0.9028,-1.0545,-0.82,0.44,-0.2403,-0.6967,-0.7606,-0.4008,-0.5551,-0.60,0.71
2025-12-10T23:38:48.563428,A,-3.7417,-0.4058,-0.3800,-0.9603,-1.0434,-0.81,0.43,-0.0442,-0.5218,-0.7596,-0.3459,-0.5492,-0.59,0.69
2025-12-10T23:38:48.622694,A,-3.7942,-0.4140,-0.4921,-0.9808,-1.0935,-0.83,0.44,-0.2759,-0.5476,-0.5492,-0.4472,-0.5139,-0.58,0.74
2025-12-10T23:38:48.670399,A,-3.9297,-0.4062,-0.5456,-1.1037,-0.9876,-0.79,0.41,-0.3893,-0.6299,-0.6036,-0.4312,-0.5127,-0.57,0.69
2025-12-10T23:38:48.716004,A,-4.1833,-0.3243,-0.5177,-1.1066,-1.0291,-0.81,0.44,-0.3691,-0.8365,-0.6363,-0.4469,-0.4965,-0.57,0.71
2025-12-10T23:38:48.757529,A,-4.1360,-0.3572,-0.6129,-1.1540,-1.0656,-0.81,0.43,-0.5306,-0.9426,-0.6198,-0.3558,-0.4671,-0.55,0.68
2025-12-10T23:38:48.800044,A,-4.1839,-0.4161,-0.6366,-1.2555,-1.0526,-0.82,0.45,-0.3282,-0.8858,-0.6799,-0.2309,-0.4412,-0.52,0.72
2025-12-10T23:38:48.855414,A,-4.2854,-0.4828,-0.6574,-1.2397,-0.9361,-0.84,0.44,-0.4047,-1.0750,-0.6875,-0.1811,-0.4482,-0.58,0.67
2025-12-10T23:38:48.896710,A,-4.1942,-0.6762,-0.6906,-1.2556,-0.8186,-0.84,0.47,-0.5464,-1.3153,-0.7836,-0.2271,-0.4841,-0.59,0.74
2025-12-10T23:38:48.954170,A,-4.2935,-0.6964,-0.8095,-1.2544,-0.8950,-0.81,0.46,-0.5959,-1.3612,-0.8228,-0.3271,-0.4406,-0.60,0.74
2025-12-10T23:38:49.003085,A,-4.2752,-0.6091,-0.5394,-1.2832,-0.8872,-0.83,0.45,-0.6240,-1.2664,-0.6625,-0.3399,-0.6117,-0.61,0.68
